"Species" "Area" "Mean" "StdDev" "Mode" "Perim" "Width" "Height" "Major" "Minor" "Angle" "Circ" "Feret" "IntDen" "Median" "Skew" "Kurt"
"1236" "Taeniopteryxnebulose" 31689 54.021 42.442 11 2997.223 284 460 284.431 141.854 100.012 0.044 479.416 1711859 41 0.537 -1.062
"1237" "Taeniopteryxnebulose" 31615 51.639 43.087 0 2749.468 405 358 262.176 153.536 35.067 0.053 447.845 1632561 40 0.544 -1.029
"1238" "Taeniopteryxnebulose" 31550 81.103 27.771 83 3361.257 375 429 274.575 146.301 46.092 0.035 456.929 2558802 81 0.322 -0.824
"1239" "Taeniopteryxnebulose" 31281 43.068 46.497 0 3793.005 542 446 263.335 151.246 177.575 0.027 574.802 1347210 26 0.658 -0.989
"1240" "Taeniopteryxnebulose" 31248 74.417 34.628 76 3123.493 430 503 302.909 131.347 113.43 0.04 571.701 2325368 75 0.022 -0.836
"1241" "Taeniopteryxnebulose" 31244 62.367 39.944 24 2984.806 464 402 305.702 130.13 34.923 0.044 490.936 1948583 48 0.554 -1.147
"1242" "Taeniopteryxnebulose" 31243 49.447 44.508 0 2941.777 640 276 355.253 111.976 10.852 0.045 655.781 1544862 31 0.713 -0.898
"1243" "Taeniopteryxnebulose" 31122 69.834 33.527 42 2109.395 340 471 334.941 118.307 114.671 0.088 567.2 2173365 58 0.658 -0.929
"1244" "Taeniopteryxnebulose" 30994 72.372 29.58 40 2501.728 285 558 328.32 120.196 73.516 0.062 570.34 2243102 65 0.696 -0.573
"1245" "Taeniopteryxnebulose" 30944 68.037 29.369 42 2258.525 204 426 296.398 132.927 90.627 0.076 429.694 2105346 60 0.889 -0.202
"1246" "Taeniopteryxnebulose" 30746 81.689 29.49 73 2447.922 316 442 340.755 114.883 135.365 0.064 502.077 2511605 81 0.116 -0.907
"1247" "Taeniopteryxnebulose" 30604 81.281 29.708 51 3572.588 461 544 281.814 138.269 130.447 0.03 569.944 2487518 75 0.436 -0.906
"1248" "Taeniopteryxnebulose" 30555 63.22 41.517 0 3553.656 485 475 250.56 155.268 141.055 0.03 509.032 1931692 64 0.144 -1.107
"1249" "Taeniopteryxnebulose" 30441 71.5 34.548 54 1923.957 265 372 230.42 168.209 103.954 0.103 395.181 2176519 68 0.201 -0.838
"1250" "Taeniopteryxnebulose" 30430 82.396 31.976 73 3127.122 440 472 290.888 133.194 48.091 0.039 538.873 2507312 80 0.088 -0.993
"1251" "Taeniopteryxnebulose" 30347 69.142 36.169 33 3128.924 357 435 262.684 147.093 47.397 0.039 538.182 2098249 57 0.48 -1.121
"1252" "Taeniopteryxnebulose" 30324 77.574 30.924 42 1943.932 399 325 286.182 134.913 158.425 0.101 465.001 2352340 73 0.402 -0.96
"1253" "Taeniopteryxnebulose" 30278 55.373 40.301 18 2405.912 453 235 282.63 136.402 4.076 0.066 476.602 1676584 42 0.668 -0.856
"1254" "Taeniopteryxnebulose" 30211 51.924 44.511 0 2931.552 348 450 248.742 154.642 49 0.044 478.953 1568688 39 0.524 -1.041
"1255" "Taeniopteryxnebulose" 30147 93.114 24.96 65 3075.75 436 423 299.83 128.02 125.019 0.04 570.544 2807121 87 0.426 -1.093
"1256" "Taeniopteryxnebulose" 30121 75.146 38.356 47 2525.128 422 340 276.896 138.504 153.224 0.059 457.542 2263473 70 0.155 -1.218
"1257" "Taeniopteryxnebulose" 30031 53.127 38.924 9 2136.67 585 191 328.547 116.381 170.295 0.083 585.085 1595452 42 0.71 -0.628
"1258" "Taeniopteryxnebulose" 30017 68.143 35.717 35 2759.542 451 314 293.37 130.275 153.367 0.05 476.932 2045447 56 0.684 -0.928
"1259" "Taeniopteryxnebulose" 29969 72.435 31.618 37 2602.792 376 405 295.683 129.049 130.955 0.056 477.8 2170814 65 0.564 -0.858
"1260" "Taeniopteryxnebulose" 29953 65.373 35.278 41 3246.939 380 482 292.824 130.24 100.237 0.036 530.699 1958122 51 0.707 -0.8
"1261" "Taeniopteryxnebulose" 29849 80.892 28.864 55 3396.301 323 544 263.349 144.314 74.891 0.033 544.883 2414553 75 0.472 -0.801
"1262" "Taeniopteryxnebulose" 29796 77.384 30.126 34 2680.706 386 355 290.313 130.678 39.213 0.052 485.372 2305719 77 0.227 -0.827
"1263" "Taeniopteryxnebulose" 29721 88.822 24.053 74 1999.111 318 353 284.648 132.943 56.328 0.093 446.768 2639880 84 0.321 -0.696
"1264" "Taeniopteryxnebulose" 29585 55.25 41.655 10 2543.118 461 245 277.021 135.978 4.669 0.057 461.573 1634579 44 0.551 -1.006
"1265" "Taeniopteryxnebulose" 29297 84.335 29.469 77 2745.836 441 350 267.457 139.47 147.473 0.049 464.226 2470751 82 0.134 -0.935
"1266" "Taeniopteryxnebulose" 29267 55.298 40.64 19 2364.91 406 306 274.923 135.543 20.047 0.066 412.689 1618402 38 0.766 -0.805
"1267" "Taeniopteryxnebulose" 29193 70.206 36.877 39 2534.893 366 364 274.13 135.591 40.028 0.057 455.601 2049518 56 0.63 -1.113
"1268" "Taeniopteryxnebulose" 29119 68.267 34.48 47 2674.248 391 442 311.879 118.878 54.491 0.051 533.985 1987869 57 0.592 -0.896
"1269" "Taeniopteryxnebulose" 28675 70.742 35.62 28 2751.846 462 279 297.216 122.841 7.504 0.048 471.666 2028531 59 0.511 -1.127
"1270" "Taeniopteryxnebulose" 28549 54.3 43.091 16 1906.962 421 282 345.719 105.142 149.146 0.099 486.963 1550222 36 0.68 -0.998
"1271" "Taeniopteryxnebulose" 28455 64.895 35.722 30 2214.792 270 478 277.163 130.717 103.78 0.073 482.535 1846600 54 0.651 -0.907
"1272" "Taeniopteryxnebulose" 28448 62.544 36.519 33 3244.495 375 463 242.849 149.151 131.604 0.034 463.312 1779243 53 0.557 -0.77
"1273" "Taeniopteryxnebulose" 28212 55.625 39.664 0 3159.517 316 478 284.519 126.25 74.789 0.036 484.162 1569303 44 0.57 -0.855
"1274" "Taeniopteryxnebulose" 28200 84.223 31.153 49 2790.799 612 339 301.075 119.257 168.21 0.045 614.039 2375079 83 0.035 -1.031
"1275" "Taeniopteryxnebulose" 28167 73.424 33.674 42 2031.388 327 388 326.784 109.746 66.015 0.086 466.004 2068127 70 0.275 -0.95
"1276" "Taeniopteryxnebulose" 28130 74.248 30.345 42 2387.461 306 406 251.389 142.473 65.456 0.062 415.856 2088607 67 0.618 -0.779
"1277" "Taeniopteryxnebulose" 28109 90.814 25.906 64 2799.142 312 479 282.492 126.692 69.745 0.045 483.392 2552689 84 0.437 -1.095
"1278" "Taeniopteryxnebulose" 28108 66.999 34.01 60 2594.137 326 454 294.468 121.535 44.95 0.052 532.643 1883203 62 0.397 -0.893
"1279" "Taeniopteryxnebulose" 27941 44.913 42.839 0 2376.265 470 180 306.748 115.977 178.015 0.062 484.2 1254923 34 0.767 -0.615
"1280" "Taeniopteryxnebulose" 27881 60.821 37.984 23 2087.464 320 434 274.117 129.504 95.32 0.08 442.634 1695760 53 0.536 -0.882
"1281" "Taeniopteryxnebulose" 27777 76.312 29.977 52 2485.402 472 310 277.46 127.466 21.127 0.057 497.012 2119725 70 0.553 -0.741
"1282" "Taeniopteryxnebulose" 27740 66.409 35.091 41 2016.466 268 390 289.219 122.121 64.797 0.086 441.062 1842190 60 0.519 -0.843
"1283" "Taeniopteryxnebulose" 27580 65.327 37.837 45 2715.794 230 526 327.132 107.345 75.497 0.047 534.869 1801721 55 0.458 -0.997
"1284" "Taeniopteryxnebulose" 27547 71.354 31.478 39 1901.957 425 201 297.238 117.999 10.862 0.096 431.394 1965575 61 0.697 -0.733
"1285" "Taeniopteryxnebulose" 27419 66.432 33.707 35 2491.971 409 324 268.582 129.983 5.366 0.055 419.087 1821496 60 0.542 -0.714
"1286" "Taeniopteryxnebulose" 27331 69.208 33.22 36 2690.959 349 547 299.195 116.309 101.671 0.047 555.529 1891511 62 0.527 -0.773
"1287" "Taeniopteryxnebulose" 27173 66.563 30.788 57 2510.064 355 542 302.467 114.385 106.887 0.054 544.585 1808703 61 0.641 -0.353
"1288" "Taeniopteryxnebulose" 27066 87.669 27 86 2400.574 321 391 264.966 130.06 63.322 0.059 496.671 2372846 86 0.086 -0.743
"1289" "Taeniopteryxnebulose" 26990 72.118 32.336 40 2472.415 280 490 258.388 132.997 100.211 0.055 494.834 1946471 64 0.558 -0.863
"1290" "Taeniopteryxnebulose" 26849 64.804 33.466 37 2096.248 303 458 311.199 109.85 113.317 0.077 497.691 1739934 54 0.864 -0.488
"1291" "Taeniopteryxnebulose" 26821 66.569 34.346 39 2071.111 464 423 298.57 114.377 47.911 0.079 485.831 1785439 54 0.764 -0.71
"1292" "Taeniopteryxnebulose" 26698 73.441 29.363 44 2040.334 392 358 291.711 116.53 151.383 0.081 491.664 1960737 66 0.687 -0.572
"1293" "Taeniopteryxnebulose" 26696 60.178 38.383 28 1747.707 265 427 306.886 110.759 58.438 0.11 464.562 1606515 47 0.654 -0.859
"1294" "Taeniopteryxnebulose" 26510 68.003 32.598 35 1916.962 466 279 318.518 105.971 160.641 0.091 506.36 1802761 58 0.713 -0.686
"1295" "Taeniopteryxnebulose" 26395 67.815 32.239 37 2851.76 306 424 254.167 132.225 102.129 0.041 488.98 1789984 61 0.654 -0.606
"1296" "Taeniopteryxnebulose" 26358 82.359 26.807 65 2197.496 246 420 297.875 112.665 72.28 0.069 422.565 2170812 79 0.493 -0.695
"1297" "Taeniopteryxnebulose" 26357 60.643 44.245 21 1758.795 292 286 251.622 133.37 38.645 0.107 317.095 1598369 47 0.403 -1.325
"1298" "Taeniopteryxnebulose" 26305 85.292 31.465 81 2018.008 185 499 336.572 99.511 79.607 0.081 508.532 2243617 85 -0.136 -0.718
"1299" "Taeniopteryxnebulose" 26261 68.277 37.78 41 1802.476 327 340 297.347 112.449 134.886 0.102 399.224 1793015 56 0.462 -1.074
"1300" "Taeniopteryxnebulose" 26189 70.059 30.988 44 2223.731 194 544 296.743 112.37 91.509 0.067 548.358 1834770 61 0.822 -0.499
"1301" "Taeniopteryxnebulose" 26020 49.2 40.817 0 2466.255 305 459 275.935 120.063 90.316 0.054 483.513 1280195 35 0.785 -0.62
"1302" "Taeniopteryxnebulose" 25932 44.376 46.264 0 3289.59 536 289 272.801 121.032 7.828 0.03 554.236 1150760 28 0.722 -0.866
"1303" "Taeniopteryxnebulose" 25848 78.523 31.251 70 2583.611 459 320 268.712 122.476 23.01 0.049 464.769 2029665 75 0.189 -0.682
"1304" "Taeniopteryxnebulose" 25828 76.73 30.807 47 1809.69 304 289 274.21 119.927 40.715 0.099 384.105 1981777 68 0.61 -0.95
"1305" "Taeniopteryxnebulose" 25646 67.525 33.834 41 2219.395 278 481 258.517 126.311 118.545 0.065 528.509 1731758 56 0.753 -0.707
"1306" "Taeniopteryxnebulose" 25492 78.477 27.292 51 2303.562 514 412 295.858 109.706 31.513 0.06 517.262 2000527 73 0.577 -0.669
"1307" "Taeniopteryxnebulose" 25194 74.559 30.061 45 1927.967 312 385 278.569 115.153 113.563 0.085 404.856 1878438 67 0.643 -0.74
"1308" "Taeniopteryxnebulose" 25040 84.688 31.918 72 1985.097 311 367 248.613 128.239 75.423 0.08 369.997 2120597 85 -0.123 -0.695
"1309" "Taeniopteryxnebulose" 25038 46.953 44.211 0 2294.324 440 243 270.945 117.66 14.372 0.06 445.822 1175598 31 0.739 -0.789
"1310" "Taeniopteryxnebulose" 24824 77.909 37.88 62 1674.712 373 229 297.157 106.364 173.237 0.111 394.677 1934013 74 0.032 -1.08
"1311" "Taeniopteryxnebulose" 24635 76.371 32.471 44 2846.657 327 619 328.307 95.539 68.845 0.038 658.967 1881406 68 0.464 -1.056
"1312" "Taeniopteryxnebulose" 24410 76.214 36.104 41 1971.631 230 488 277.977 111.807 81.805 0.079 512.533 1860378 72 0.266 -1.267
"1313" "Taeniopteryxnebulose" 24290 74.044 30.613 54 2276.307 256 411 297.937 103.804 69.799 0.059 423.132 1798534 64 0.704 -0.694
"1314" "Taeniopteryxnebulose" 24250 73.474 29.174 61 2005.204 493 247 234.13 131.876 7.484 0.076 493.447 1781741 65 0.754 -0.327
"1315" "Taeniopteryxnebulose" 24231 68.646 30.446 59 2263.288 297 429 229.029 134.707 122.571 0.059 511.2 1663373 59 0.866 -0.305
"1316" "Taeniopteryxnebulose" 24108 90.212 29.944 86 2179.672 371 361 299.46 102.502 127.473 0.064 440.778 2174828 89 -0.078 -0.965
"1317" "Taeniopteryxnebulose" 23881 60.91 37.96 26 1995.748 245 553 259.235 117.292 109.605 0.075 574.582 1454601 48 0.623 -0.911
"1318" "Taeniopteryxnebulose" 23739 83.773 30.783 83 1913.447 184 487 308.129 98.093 111.417 0.081 487.748 1988690 83 0.01 -0.893
"1319" "Taeniopteryxnebulose" 23725 68.486 32.553 46 1732.376 370 197 259.607 116.359 17.931 0.099 405.686 1624820 61 0.685 -0.652
"1320" "Taeniopteryxnebulose" 23651 81.401 31.724 75 1970.418 515 215 304.479 98.902 174.156 0.077 516.188 1925208 82 -0.069 -0.729
"1321" "Taeniopteryxnebulose" 23493 48.575 42.662 0 2361.738 201 499 314.58 95.086 93.536 0.053 502.096 1141171 34 0.707 -0.797
"1322" "Taeniopteryxnebulose" 23491 84.08 30.603 64 2429.076 253 402 272.118 109.914 100.956 0.05 456.369 1975135 83 0.114 -1.043
"1323" "Taeniopteryxnebulose" 23452 74.441 30.78 46 2314.071 248 427 260.961 114.423 97.168 0.055 458.429 1745800 65 0.714 -0.743
"1324" "Taeniopteryxnebulose" 23338 52.358 47.241 0 1695.658 293 387 257.539 115.38 105.914 0.102 393.28 1221928 34 0.523 -1.219
"1325" "Taeniopteryxnebulose" 23253 68.859 35.846 58 2007.606 382 382 281.308 105.246 32.772 0.072 477.603 1601167 65 0.211 -0.813
"1326" "Taeniopteryxnebulose" 22873 48.354 40.107 18 1668.379 425 203 280.083 103.979 160.37 0.103 437.303 1106012 34 0.901 -0.414
"1327" "Taeniopteryxnebulose" 22748 57.623 41.045 19 1920.06 573 241 289.532 100.036 9.036 0.078 573.502 1310810 47 0.537 -0.98
"1328" "Taeniopteryxnebulose" 22737 70.952 27.618 73 1895.8 211 403 240.385 120.43 98.498 0.079 403.15 1613228 66 0.798 0.061
"1329" "Taeniopteryxnebulose" 22702 73.976 29.887 58 2144.535 365 261 285.5 101.244 12.944 0.062 382.531 1679392 62 0.781 -0.656
"1330" "Taeniopteryxnebulose" 22567 67.897 39.079 28 2619.035 377 358 244.195 117.665 30.063 0.041 438.224 1532222 58 0.429 -1.152
"1331" "Taeniopteryxnebulose" 22384 81.494 32.429 49 2151.891 449 248 279.479 101.976 18.462 0.061 487.157 1824159 78 0.181 -1.189
"1332" "Taeniopteryxnebulose" 22363 64.673 43.293 22 1468.386 266 349 269.468 105.665 128.889 0.13 410.557 1446285 57 0.293 -1.35
"1333" "Taeniopteryxnebulose" 22360 71.736 30.496 49 1704.234 195 424 277.577 102.565 100.056 0.097 435.633 1604021 64 0.703 -0.598
"1334" "Taeniopteryxnebulose" 22306 96.802 25.126 98 1833.908 222 377 276.597 102.68 78.475 0.083 386.463 2159257 98 -0.149 -0.849
"1335" "Taeniopteryxnebulose" 22182 80.791 29.583 77 1846.033 411 231 255.81 110.406 157.032 0.082 415.65 1792098 78 0.153 -0.843
"1336" "Taeniopteryxnebulose" 22148 54.551 42.39 0 1740.82 376 283 284.704 99.049 31.136 0.092 424.482 1208201 41 0.59 -0.976
"1337" "Taeniopteryxnebulose" 21950 50.567 47.797 0 1373.894 384 156 305.955 91.345 161.53 0.146 411.175 1109951 35 0.516 -1.23
"1338" "Taeniopteryxnebulose" 21901 79.235 32.071 62 1908.418 418 251 291.198 95.76 153.732 0.076 429.588 1735320 78 0.13 -0.895
"1339" "Taeniopteryxnebulose" 21899 89.846 25.407 81 2075.908 426 251 280.836 99.284 142.938 0.064 494.446 1967536 89 0.064 -0.716
"1340" "Taeniopteryxnebulose" 21796 69.675 30.873 47 1968.352 366 273 278.957 99.483 45.861 0.071 434.066 1518626 56 0.919 -0.45
"1341" "Taeniopteryxnebulose" 21668 68.755 33.589 37 1996.986 271 358 244.047 113.046 103.015 0.068 403.708 1489791 58 0.687 -0.782
"1342" "Taeniopteryxnebulose" 21300 53.246 40.603 13 1844.317 407 244 247.868 109.413 2.81 0.079 427.142 1134130 40 0.692 -0.753
"1343" "Taeniopteryxnebulose" 21131 70.939 36.13 38 1952.785 369 209 236.822 113.608 170.577 0.07 382.31 1499015 62 0.468 -1.061
"1344" "Taeniopteryxnebulose" 21077 57.005 40.729 24 1936.241 420 283 283.418 94.687 34.944 0.071 497.684 1201504 40 0.719 -0.899
"1345" "Taeniopteryxnebulose" 20596 53.186 36.28 26 1278.864 204 282 250.679 104.611 123.721 0.158 319.845 1095425 39 0.996 -0.225
"1346" "Taeniopteryxnebulose" 18979 92.519 28.707 101 2064.248 241 386 204.455 118.191 89.88 0.056 411.637 1755909 95 -0.184 -0.952
"1347" "Taeniopteryxnebulose" 18379 66.684 37.979 30 1822.611 275 260 202.556 115.528 136.098 0.07 337.38 1225587 53 0.572 -1.139
"1348" "Taeniopteryxnebulose" 15331 76.376 33.898 37 2186.952 260 326 197.105 99.034 61.197 0.04 368.403 1170926 74 0.219 -1.1
"1349" "Taeniopteryxnebulose" 13405 69.403 35.706 41 1101.543 299 122 237.557 71.847 1.415 0.139 300.217 930345 61 0.433 -1.042
"1350" "Taeniopteryxnebulose" 13045 52.019 35.194 34 977.561 206 188 170.224 97.574 122.117 0.172 256.681 678586 40 0.892 -0.221
