"Species" "Area" "Mean" "StdDev" "Mode" "Perim" "Width" "Height" "Major" "Minor" "Angle" "Circ" "Feret" "IntDen" "Median" "Skew" "Kurt"
"197" "Diurananseni" 127370 61.927 39.206 28 3973.948 1019 683 666.287 243.397 19.718 0.101 1031.485 7887638 49 1.143 0.442
"198" "Diurananseni" 126011 71.812 40.21 41 5490.385 1223 854 613.628 261.465 148.817 0.053 1338.125 9049128 57 0.967 -0.201
"199" "Diurananseni" 125727 86.264 32.84 79 4866.215 503 1026 706.489 226.586 68.554 0.067 1044.366 10845654 83 0.571 -0.039
"200" "Diurananseni" 125373 64.734 36.759 33 3989.563 881 801 659.534 242.034 43.188 0.099 1029.866 8115914 52 1.218 0.669
"201" "Diurananseni" 124885 68.211 41.469 34 6235.728 772 1264 652.072 243.851 71.533 0.04 1264.143 8518549 53 1.012 -0.186
"202" "Diurananseni" 124139 70.982 44.449 30 6624.522 1193 642 600.609 263.164 175.951 0.036 1199.121 8811674 56 0.818 -0.655
"203" "Diurananseni" 123921 71.428 39.616 38 6855.284 766 1255 651.944 242.016 107.612 0.033 1255.312 8851453 57 1.035 -0.135
"204" "Diurananseni" 123711 76.196 34.324 50 3865.237 628 995 675.208 233.282 96.623 0.104 1047.044 9426243 72 0.746 0.133
"205" "Diurananseni" 123540 59.194 39.527 35 4669.04 785 829 658.751 238.779 54.51 0.071 1034.552 7312767 45 1.25 0.641
"206" "Diurananseni" 122586 60.277 46.135 23 4929.539 580 1056 588.494 265.222 109.664 0.063 1089.971 7389107 42 1.012 -0.288
"207" "Diurananseni" 122252 70.929 34.193 50 5177.286 801 1280 612.262 254.231 60.83 0.057 1351.575 8671269 61 1.268 0.904
"208" "Diurananseni" 121430 76.077 35.902 60 5566.927 827 1125 635.055 243.458 109.544 0.049 1241.614 9238064 65 1.038 0.187
"209" "Diurananseni" 121206 74.475 39.411 39 6265.97 645 1091 721.836 213.794 93.09 0.039 1128.745 9026803 60 0.961 -0.254
"210" "Diurananseni" 120882 69.535 33.973 42 4262.658 598 991 720.609 213.586 114.958 0.084 1017.34 8405571 59 1.421 1.199
"211" "Diurananseni" 120755 61.479 43.969 30 4687.414 548 1072 571.386 269.082 105.487 0.069 1083.291 7423849 43 1.101 -0.088
"212" "Diurananseni" 120512 71.533 37.789 43 4502.232 632 851 571.003 268.721 101.922 0.075 955.063 8620641 58 1.032 0.073
"213" "Diurananseni" 120512 73.579 38.221 43 5574.854 609 1248 668.917 229.387 73.378 0.049 1281.251 8867148 57 1.104 -0.023
"214" "Diurananseni" 119770 75.197 41.163 35 6380.002 406 1184 690.671 220.794 80.542 0.037 1187.119 9006384 61 0.88 -0.448
"215" "Diurananseni" 119682 73.807 36.683 44 4858.278 666 799 580.552 262.481 58.075 0.064 922.198 8833427 58 1.153 0.174
"216" "Diurananseni" 119469 53.279 44.325 10 4098.09 472 991 645.691 235.581 101.763 0.089 1064.614 6365138 37 1.096 0.205
"217" "Diurananseni" 119196 66.326 39.517 30 4146.977 436 1078 661.458 229.44 68.416 0.087 1107.291 7905781 53 1.035 0.088
"218" "Diurananseni" 118007 58.389 40.447 23 5163.234 1057 456 652.149 230.394 14.095 0.056 1061.351 6890267 45 1.253 0.595
"219" "Diurananseni" 117686 72.162 36.445 53 5292.101 671 1141 644.922 232.342 96.734 0.053 1248.63 8492480 60 1.12 0.349
"220" "Diurananseni" 117609 58.937 39.282 27 5178.95 491 1061 683.301 219.149 107.825 0.055 1079.686 6931532 45 1.297 0.764
"221" "Diurananseni" 117489 82.053 31.478 78 4628.249 478 1047 703.254 212.714 72.093 0.069 1060.078 9640280 79 0.721 0.294
"222" "Diurananseni" 117431 66.347 38.495 40 3997.931 733 754 608.264 245.811 58.209 0.092 827.314 7791177 55 1.147 0.382
"223" "Diurananseni" 116440 60.816 38.981 44 5510.025 672 1156 639.784 231.728 97.242 0.048 1251.407 7081466 48 1.219 0.684
"224" "Diurananseni" 115834 52.835 39.983 23 3846.242 662 937 639.249 230.715 76.627 0.098 938.983 6120132 43 1.315 1.061
"225" "Diurananseni" 112592 71.102 37.008 42 4137.352 635 887 580.655 246.888 126.581 0.083 944.418 8005462 55 1.167 0.204
"226" "Diurananseni" 111854 69.348 35.384 52 3812.325 758 766 641.731 221.926 50.255 0.097 946.201 7756891 59 1.217 0.784
"227" "Diurananseni" 110865 83.325 46.685 170 6271.88 357 1147 732.943 192.59 95.369 0.035 1159.973 9237850 69 0.566 -0.905
"228" "Diurananseni" 108152 55.304 43.721 29 3888.333 704 521 439.908 313.028 136.557 0.09 707.984 5981186 41 1.152 0.316
"229" "Diurananseni" 106675 60.534 42.682 19 4133.026 845 842 583.162 232.908 56.535 0.078 987.495 6457505 48 1.016 0.019
"230" "Diurananseni" 106158 65.93 45.273 30 3959.33 1080 557 721.003 187.467 145.556 0.085 1207.477 6998980 46 0.916 -0.491
"231" "Diurananseni" 105903 70.5 34.975 42 3742.076 428 933 636.453 211.861 97.008 0.095 973.251 7466132 62 1.127 0.644
"232" "Diurananseni" 105757 66.165 40.443 28 4205.864 738 1021 569.217 236.56 118.899 0.075 1023.262 6997438 53 1.065 0.088
"233" "Diurananseni" 105236 79.886 34.198 68 5098.177 336 1039 682.01 196.464 87.859 0.051 1039.031 8406894 71 0.941 0.232
"234" "Diurananseni" 105130 65.53 39.621 32 4012.801 567 846 575.538 232.575 78.144 0.082 960.931 6889146 53 1.076 0.215
"235" "Diurananseni" 105095 86.145 31.356 75 4135.661 668 914 580.244 230.612 107.459 0.077 991.008 9053412 79 0.776 0.103
"236" "Diurananseni" 104701 84.889 32.59 69 4100.499 498 898 580.73 229.555 93.218 0.078 980.937 8887925 78 0.702 -0.091
"237" "Diurananseni" 102060 57.107 42.715 25 3981.521 576 983 633.158 205.236 125.192 0.081 1134.508 5828309 40 1.246 0.394
"238" "Diurananseni" 98952 71.908 35.333 38 3698.683 663 703 669.411 188.209 133.259 0.091 950.621 7115453 62 1.226 0.618
"239" "Diurananseni" 98315 55.344 44.317 13 3999.32 359 1118 662.376 188.984 95.567 0.077 1137.737 5441127 37 1.154 0.166
"240" "Diurananseni" 97286 51.056 45.48 11 4031.404 753 856 644.812 192.1 44.992 0.075 1137.063 4967029 32 1.242 0.357
"241" "Diurananseni" 92563 56.889 43.666 21 4516.991 391 1129 676.818 174.131 83.039 0.057 1182.007 5265843 39 1.196 0.245
"242" "Diurananseni" 85544 72.203 35.993 40 2602.952 624 493 505.766 215.353 30.718 0.159 710.944 6176548 63 1.1 0.336
"243" "Diurananseni" 82219 59.047 42.739 36 2795.964 509 633 487.974 214.529 124.092 0.132 721.003 4854770 46 1.107 0.261
"244" "Diurananseni" 80312 66.43 36.879 53 2776.664 678 442 479.932 213.064 13.231 0.131 711.576 5335140 56 1.223 0.671
"245" "Diurananseni" 79974 71.233 34.57 64 2641.936 396 674 481.731 211.375 103.102 0.144 682.598 5696806 63 1.187 0.816
"246" "Heptageniasulphurea" 83741 97.758 27.649 89 3306.62 958 460 654.952 162.794 154.159 0.096 1011.306 8186391 93 0.678 0.026
"247" "Heptageniasulphurea" 82839 80.669 35.302 57 3386.679 630 839 653.1 161.497 58.905 0.091 1022.388 6682498 74 0.671 -0.184
"248" "Heptageniasulphurea" 82741 79.28 38.086 73 3534.429 440 931 633.092 166.404 70.997 0.083 1029.311 6559704 74 0.473 -0.353
"249" "Heptageniasulphurea" 81894 88.648 34.776 69 3147.338 710 702 595.656 175.052 134.049 0.104 923.412 7259754 84 0.445 -0.522
"250" "Heptageniasulphurea" 81306 91.52 33.83 71 3053.596 913 325 594.085 174.254 167.115 0.11 922.068 7441143 87 0.444 -0.564
"251" "Heptageniasulphurea" 80088 90.287 32.382 76 3454.007 504 884 590.519 172.681 113.328 0.084 987.373 7230878 86 0.502 -0.348
"252" "Heptageniasulphurea" 79461 87.349 33.028 73 3158.775 948 289 595.123 170.003 172.445 0.1 958.136 6940835 83 0.56 -0.286
"253" "Heptageniasulphurea" 77029 57.682 37.561 37 2335.628 611 472 630.396 155.579 141.209 0.177 727.562 4443151 46 1.175 0.732
"254" "Heptageniasulphurea" 76754 59.724 36.052 35 2316.456 480 594 633.107 154.36 49.551 0.18 733.305 4584069 48 1.252 0.877
"255" "Heptageniasulphurea" 76024 63.095 36.175 35 2331.687 456 595 628.567 153.996 123.76 0.176 725.74 4796705 51 1.256 0.796
"256" "Heptageniasulphurea" 75761 77.941 39.617 38 4456.63 1004 349 559.658 172.359 175.204 0.048 1023.727 5904889 67 0.74 -0.576
"257" "Heptageniasulphurea" 74914 64.134 34.981 32 2346.442 699 271 607.018 157.134 9.141 0.171 702.016 4804515 53 1.366 1.086
"258" "Heptageniasulphurea" 74351 75.821 29.857 62 2523.912 451 595 474.613 199.461 63.862 0.147 689.406 5637357 69 1.163 1.049
"259" "Heptageniasulphurea" 73134 64.087 34.765 40 2597.753 373 661 469.773 198.217 60.188 0.136 685.333 4686954 53 1.347 1.086
"260" "Heptageniasulphurea" 72781 67.435 33.221 43 2548.547 507 564 485.614 190.826 124.607 0.141 669.795 4907983 57 1.34 1.125
"261" "Heptageniasulphurea" 72307 68.037 33.323 46 2569.697 311 606 467.777 196.812 102.163 0.138 677.983 4919544 57 1.355 1.092
"262" "Heptageniasulphurea" 71917 72.193 40.22 25 3762.538 506 922 518.69 176.536 113.65 0.064 991.619 5191895 62 0.745 -0.404
"263" "Heptageniasulphurea" 70492 80.667 36.29 43 4516.246 311 953 508.565 176.483 92.952 0.043 953.103 5686385 71 0.814 -0.391
"264" "Heptageniasulphurea" 70378 83.985 32.933 46 1798.913 345 418 348.233 257.322 104.045 0.273 423.622 5910689 81 0.492 -0.495
"265" "Heptageniasulphurea" 70327 88.871 28.506 82 3092.083 674 699 657.817 136.122 41.03 0.092 839.259 6250043 84 0.92 0.613
"266" "Heptageniasulphurea" 70325 84.998 34.346 86 1919.748 408 399 331.402 270.187 123.81 0.24 452.24 5977477 82 0.507 -0.459
"267" "Heptageniasulphurea" 70324 65.823 31.257 45 2229.645 584 459 584.572 153.171 33.264 0.178 678.62 4628925 55 1.601 1.99
"268" "Heptageniasulphurea" 70240 74.526 37.336 48 2773.101 532 390 411.639 217.259 21.721 0.115 565.983 5234703 62 0.972 -0.074
"269" "Heptageniasulphurea" 70146 84.879 33.538 79 1911.891 353 428 331.859 269.128 98.17 0.241 452.66 5953895 80 0.576 -0.324
"270" "Heptageniasulphurea" 70008 69.566 33.877 44 2101.329 339 609 620.111 143.744 115.559 0.199 640.691 4870183 59 1.145 0.564
"271" "Heptageniasulphurea" 69531 58.169 42.425 13 3254.328 803 466 658.531 134.435 164.473 0.083 861.131 4044518 44 1.069 0.196
"272" "Heptageniasulphurea" 68340 71.929 35.781 46 2354.598 510 436 410.553 211.941 142.969 0.155 539.186 4915596 60 1.047 0.25
"273" "Heptageniasulphurea" 67412 96.028 29.938 93 3802.107 873 469 473.104 181.422 21.916 0.059 912.625 6473446 93 0.318 0.006
"274" "Heptageniasulphurea" 67337 105.291 26.551 100 4143.531 358 849 460.353 186.24 77.059 0.049 895.559 7090002 104 0.139 -0.087
"275" "Heptageniasulphurea" 67274 71.438 34.802 59 1953.915 359 483 489.846 174.863 57.955 0.221 547.702 4805920 61 1.094 0.47
"276" "Heptageniasulphurea" 66733 102.993 28.318 101 3892.215 750 584 468.736 181.268 146.295 0.055 913.29 6873039 101 0.105 -0.083
"277" "Heptageniasulphurea" 65954 63.848 32.513 46 2211.211 661 255 574.751 146.107 164.387 0.17 667.235 4211017 52 1.655 1.983
"278" "Heptageniasulphurea" 65476 54.115 44.706 0 2509.998 469 402 315.543 264.201 145.53 0.131 470.703 3543222 47 0.784 -0.178
"279" "Heptageniasulphurea" 65454 76.613 35.997 56 1842.033 371 518 561.369 148.456 62.899 0.242 587.103 5014633 69 0.722 -0.173
"280" "Heptageniasulphurea" 65021 64.348 35.115 39 2054.317 595 457 565.454 146.409 35.402 0.194 664.606 4184002 49 1.449 1.067
"281" "Heptageniasulphurea" 64680 70.377 38.351 59 1899.783 375 434 324.082 254.112 45.807 0.225 456.64 4551953 65 0.67 -0.155
"282" "Heptageniasulphurea" 64654 83.463 33.321 67 3158.346 425 967 707.146 116.412 66.434 0.081 1035.263 5396210 75 0.915 0.067
"283" "Heptageniasulphurea" 64646 81.098 27.716 74 2498.13 547 274 466.147 176.575 6.318 0.13 548.461 5242637 74 1.335 1.452
"284" "Heptageniasulphurea" 64356 77.169 29.841 68 2317.957 549 206 500.603 163.684 179.834 0.151 550.314 4966283 68 1.353 1.348
"285" "Heptageniasulphurea" 64339 77.576 29.387 63 2243.26 434 418 494.071 165.804 140.278 0.161 543.125 4991158 68 1.484 1.604
"286" "Heptageniasulphurea" 63051 78.436 30.017 72 1708.719 501 358 547.806 146.546 27.04 0.271 566.353 4945460 74 0.847 0.599
"287" "Heptageniasulphurea" 62785 85.973 31.6 80 3542.627 492 892 713.149 112.095 65.817 0.063 969.25 5397802 79 0.989 0.305
"288" "Heptageniasulphurea" 62461 69.501 39.537 68 2911.51 382 486 331.627 239.811 131.501 0.093 531.143 4341124 65 0.669 -0.218
"289" "Heptageniasulphurea" 62342 88.391 30.642 83 3441.222 167 968 709.249 111.916 93.319 0.066 969.92 5510470 81 1.017 0.327
"290" "Heptageniasulphurea" 61946 71.148 34.757 47 2245.763 398 455 496.225 158.944 124.929 0.154 544.008 4407344 59 1.227 0.652
"291" "Heptageniasulphurea" 61797 88.87 30.009 84 2955.721 330 933 706.68 111.341 107.105 0.089 965.52 5491876 83 0.924 0.275
"292" "Heptageniasulphurea" 61645 80.613 37.911 42 3474.104 644 650 509.251 154.126 131.211 0.064 907.996 4969414 70 0.714 -0.537
"293" "Heptageniasulphurea" 61608 79.934 29.882 75 2728.804 803 617 690.5 113.601 36.462 0.104 977.405 4924561 74 1.251 1.2
"294" "Heptageniasulphurea" 61449 88.77 31.106 83 1542.712 403 479 558.632 140.055 126.782 0.324 573.363 5454816 85 0.553 -0.155
"295" "Heptageniasulphurea" 61161 58.779 32.127 41 1681.748 509 386 532.373 146.274 151.288 0.272 571.361 3595004 47 1.824 2.675
"296" "Heptageniasulphurea" 60740 75.636 35.55 64 3433.206 808 399 516.566 149.713 21.028 0.065 851.654 4594101 69 0.739 0.282
"297" "Heptageniasulphurea" 60731 57.523 31.273 41 1712.352 518 362 530 145.896 154.837 0.26 574.721 3493430 46 1.902 3.04
"298" "Heptageniasulphurea" 59400 80.527 32.199 56 2995.833 544 567 577.759 130.903 49.644 0.083 703.399 4783276 70 1.169 0.521
"299" "Heptageniasulphurea" 59266 74.855 33.846 64 2011.547 210 540 482.437 156.414 82.562 0.184 541.133 4436379 66 1.155 0.544
"300" "Heptageniasulphurea" 58947 80.683 29.45 68 2132.234 723 291 596.336 125.858 17.692 0.163 733.221 4756008 74 1.183 1.123
"301" "Heptageniasulphurea" 58828 67.907 27.967 58 1657.114 278 536 539.755 138.771 70.944 0.269 560.464 3994861 60 1.827 3.237
"302" "Heptageniasulphurea" 58710 75.038 33.367 70 1708.92 345 523 550.013 135.909 115.111 0.253 580.009 4405484 69 0.904 0.362
"303" "Heptageniasulphurea" 58284 91.93 29.412 83 3041.652 683 439 595.886 124.536 148.933 0.079 745.421 5358065 85 0.982 0.322
"304" "Heptageniasulphurea" 58222 81.918 28.847 69 2060.126 258 692 588.306 126.007 76.33 0.172 737.835 4769430 77 1.124 1.15
"305" "Heptageniasulphurea" 58215 61.501 37.384 36 2270.337 174 727 607.134 122.085 88.89 0.142 727.539 3580271 52 1.023 0.447
"306" "Heptageniasulphurea" 57997 65.971 36.763 46 2686.515 389 434 303.506 243.303 114.563 0.101 501.807 3826141 55 1.023 0.607
"307" "Heptageniasulphurea" 57680 73.397 24.616 65 1680.535 354 500 534.135 137.494 120.929 0.257 557.539 4233529 68 1.879 3.908
"308" "Heptageniasulphurea" 57539 92.008 28.437 80 3293.666 694 453 611.903 119.726 149.823 0.067 758.615 5294039 85 1.001 0.532
"309" "Heptageniasulphurea" 56847 87.392 28.399 76 3187.985 410 728 606.698 119.301 107.5 0.07 760.911 4967982 81 1.106 0.895
"310" "Heptageniasulphurea" 56615 94.704 25.739 85 3244.179 391 722 602.275 119.687 66.002 0.068 761.615 5361681 90 1.004 0.846
"311" "Heptageniasulphurea" 56592 84.522 31.093 70 2828.941 380 532 305.347 235.978 106.338 0.089 535.373 4783283 77 0.838 0.29
"312" "Heptageniasulphurea" 56331 67.568 26.127 55 1625.214 521 205 510.254 140.563 9.374 0.268 528.936 3806173 62 1.908 3.907
"313" "Heptageniasulphurea" 56164 80.666 31.928 67 2711.427 465 368 300.81 237.725 134.499 0.096 506.98 4530515 72 0.942 0.481
"314" "Heptageniasulphurea" 56081 102.15 30.291 102 3094.12 557 352 338.18 211.143 5.97 0.074 564.711 5728664 101 0.112 -0.428
"315" "Heptageniasulphurea" 55976 79.816 33.127 62 2845.867 518 580 570.52 124.923 135.266 0.087 695.083 4467763 68 1.113 0.311
"316" "Heptageniasulphurea" 55970 82.997 31.955 63 3049.392 297 701 579.562 122.96 102.173 0.076 708.82 4645336 72 1.123 0.347
"317" "Heptageniasulphurea" 55855 53.836 43.137 0 2566.272 464 379 341.468 208.268 44.663 0.107 509.389 3007034 42 1.056 0.339
"318" "Heptageniasulphurea" 55826 63.516 31.113 47 1650.234 441 414 523.128 135.875 135.68 0.258 542.796 3545817 54 1.649 2.274
"319" "Heptageniasulphurea" 54846 79.641 34.248 53 2045.319 357 404 349.691 199.697 141.018 0.165 504.98 4368011 72 0.88 0.016
"320" "Heptageniasulphurea" 54439 74.991 34.122 46 1857.079 355 330 356.744 194.296 137.985 0.198 421.203 4082461 67 0.937 0.155
"321" "Heptageniasulphurea" 54421 75.032 35.585 53 2747.125 288 433 348.652 198.739 70.978 0.091 506.281 4083318 67 0.906 0.115
"322" "Heptageniasulphurea" 54366 79.738 33.453 60 3002.189 687 323 573.176 120.767 20.578 0.076 696.245 4335038 68 1.115 0.276
"323" "Heptageniasulphurea" 52874 81.539 33.802 77 3162.463 428 500 332.815 202.278 45.188 0.066 540.907 4311275 78 0.622 0.259
"324" "Heptageniasulphurea" 52625 79.931 37.435 45 3348.103 439 459 339.572 197.32 57.164 0.059 530.006 4206357 71 0.761 -0.389
"325" "Heptageniasulphurea" 51954 88.128 30.158 74 3112.041 585 841 655.99 100.84 125.201 0.067 982.385 4578620 81 1.019 0.447
"326" "Heptageniasulphurea" 51386 106.453 25.944 109 3169.091 332 538 328.757 199.012 71.987 0.064 539.203 5470172 107 0.093 -0.034
"327" "Heptageniasulphurea" 50980 63.571 45.529 40 3264.766 762 749 665.347 97.558 43.629 0.06 986.879 3240845 49 0.808 -0.452
"328" "Heptageniasulphurea" 50919 77.095 27.38 51 1412.68 249 517 511.739 126.69 112.533 0.321 536.574 3925610 73 1.345 1.769
"329" "Heptageniasulphurea" 50768 77.852 38.904 53 3083.392 873 428 654.63 98.742 154.967 0.067 940.724 3952413 65 0.836 -0.422
"330" "Heptageniasulphurea" 50560 63.81 39.654 42 2782.647 313 422 338.882 189.963 70.737 0.082 503.829 3226229 52 1.021 0.273
"331" "Heptageniasulphurea" 50413 57.03 36.781 32 1899.766 250 654 498.746 128.698 69.278 0.176 674.249 2875052 42 1.489 1.338
"332" "Heptageniasulphurea" 50169 55.952 40.059 27 1851.388 495 347 479.693 133.163 141.606 0.184 567.342 2807065 41 1.327 0.808
"333" "Heptageniasulphurea" 49394 65.036 35.557 30 1361.682 367 453 521.41 120.616 125.913 0.335 540.371 3212390 55 1.192 0.728
"334" "Heptageniasulphurea" 48950 67.466 33.901 36 1393.911 159 535 517.568 120.419 95.813 0.317 538.187 3302456 58 1.165 0.756
"335" "Heptageniasulphurea" 48822 70.15 38.104 28 1663.374 258 462 441.684 140.739 117.817 0.222 491.597 3424867 63 0.878 0.015
"336" "Heptageniasulphurea" 48302 75.089 39.446 32 1630.788 247 430 439.949 139.789 105.717 0.228 457.587 3626961 62 0.69 -0.648
"337" "Heptageniasulphurea" 48263 87.927 27.046 86 1701.96 401 220 373.827 164.382 9.941 0.209 407.339 4243621 86 0.737 0.982
"338" "Heptageniasulphurea" 48010 63.602 38.815 0 1663.776 342 280 283.59 215.552 12.546 0.218 356.976 3053537 58 0.676 0.199
"339" "Heptageniasulphurea" 47788 70.745 36.843 33 1546.469 405 309 435.944 139.572 39.783 0.251 460.492 3380767 62 0.941 0.052
"340" "Heptageniasulphurea" 47783 81.24 32.5 43 1515.09 263 439 433.54 140.331 61.203 0.262 462.082 3881913 74 0.888 0.028
"341" "Heptageniasulphurea" 47722 69.568 36.984 29 1600.736 389 348 434.554 139.825 145.844 0.234 461.966 3319935 62 0.927 0.074
"342" "Heptageniasulphurea" 47597 72.165 34.08 53 2059.797 339 565 507.965 119.304 67.287 0.141 597.198 3434814 61 1.172 0.662
"343" "Heptageniasulphurea" 47538 81.283 32.824 71 1666.82 284 307 281.696 214.867 48.136 0.215 359.068 3864051 77 0.611 -0.02
"344" "Heptageniasulphurea" 47275 45.587 44.617 0 2010.452 392 247 366.558 164.21 161.914 0.147 405.178 2155146 30 1.253 0.614
"345" "Heptageniasulphurea" 47275 96.692 24.788 100 1939.901 173 601 510.469 117.916 85.187 0.158 603.511 4571104 98 0.28 0.419
"346" "Heptageniasulphurea" 47227 95.152 24.94 104 2000.771 590 186 509.871 117.934 170.819 0.148 597.938 4493731 96 0.414 0.548
"347" "Heptageniasulphurea" 47219 68.557 33.897 36 1357.942 384 422 507.585 118.445 47.397 0.322 527.592 3237200 59 1.212 0.801
"348" "Heptageniasulphurea" 46986 76.986 35.428 53 2385 349 820 514.248 116.334 103.694 0.104 855.248 3617280 65 0.924 -0.079
"349" "Heptageniasulphurea" 46945 75.947 37.758 23 1504.771 360 234 366.896 162.913 18.061 0.261 367.806 3565342 70 0.603 -0.351
"350" "Heptageniasulphurea" 46775 43.919 37.679 0 1635.263 440 351 463.216 128.57 139.116 0.22 483.505 2054331 37 1.563 2.302
"351" "Heptageniasulphurea" 46535 73.919 35.45 42 2251.79 691 403 405.704 146.043 166.74 0.115 749.633 3439823 62 1.011 0.095
"352" "Heptageniasulphurea" 46481 71.749 32.451 53 2058.026 196 596 506.963 116.737 90.581 0.138 596.444 3334955 62 1.23 0.901
"353" "Heptageniasulphurea" 46129 77.959 27.243 78 1571.582 456 327 460.608 127.513 146.089 0.235 483.256 3596185 76 1.151 1.814
"354" "Heptageniasulphurea" 45688 77.453 27.084 78 1519.357 303 450 460.363 126.361 57.63 0.249 476 3538687 76 1.254 2.025
"355" "Heptageniasulphurea" 44934 99.734 28.156 92 2337.42 419 318 349.338 163.772 153.091 0.103 482.346 4481428 96 0.51 -0.164
"356" "Heptageniasulphurea" 44932 58.753 40.574 25 2086.016 230 554 448.998 127.415 95.76 0.13 571.172 2639908 45 1.189 0.479
"357" "Heptageniasulphurea" 44474 91.597 24.912 80 1640.511 308 278 282.221 200.644 41.694 0.208 361.62 4073684 88 0.795 0.773
"358" "Heptageniasulphurea" 43881 51.247 39.929 25 1629.891 505 353 467.825 119.427 32.373 0.208 552.941 2248762 33 1.565 1.339
"359" "Heptageniasulphurea" 42950 69.828 38.601 42 2045.932 299 417 333.057 164.193 65.095 0.129 429.471 2999098 57 0.991 0.012
"360" "Heptageniasulphurea" 42776 83.174 31.507 64 2367.721 657 484 419.049 129.971 138.462 0.096 815.437 3557834 74 1.195 0.605
"361" "Heptageniasulphurea" 42769 70.574 34.979 42 1833.856 330 462 444.873 122.406 117.224 0.16 566.015 3018382 58 1.167 0.504
"362" "Heptageniasulphurea" 41980 72.57 36.474 48 2235.069 341 394 329.4 162.266 50.965 0.106 455.247 3046490 59 1.057 0.124
"363" "Heptageniasulphurea" 41469 71.906 37.571 47 2430.283 821 271 411.353 128.357 2.77 0.088 828.877 2981854 60 1.104 0.23
"364" "Heptageniasulphurea" 41463 76.582 28.462 76 1336.153 467 201 440.541 119.835 163.295 0.292 474.605 3175323 71 1.331 1.72
"365" "Heptageniasulphurea" 41346 79.85 26.972 72 1338.881 471 152 438.852 119.957 0.586 0.29 473.092 3301492 75 1.298 1.74
"366" "Heptageniasulphurea" 41271 87.727 33.149 76 1575.256 292 340 340.504 154.324 126.073 0.209 367.049 3620566 81 0.626 -0.363
"367" "Heptageniasulphurea" 41250 81.89 24.956 81 1363.367 215 466 439.453 119.515 70.847 0.279 475.512 3377962 78 1.309 2.036
"368" "Heptageniasulphurea" 40953 69.237 30.733 55 1369.658 356 388 437.675 119.136 135.918 0.274 473.677 2835446 61 1.33 1.416
"369" "Heptageniasulphurea" 40857 69.248 33.83 54 1691.391 532 177 473.662 109.827 169.665 0.179 547.653 2829283 56 1.494 1.278
"370" "Heptageniasulphurea" 40764 61.499 47.861 0 2264.258 413 326 286.003 181.475 25.874 0.1 416.515 2506925 50 0.622 -0.683
"371" "Heptageniasulphurea" 40635 86.066 32.493 61 2277.753 420 739 408.552 126.638 112 0.098 831.434 3497298 79 0.937 0.059
"372" "Heptageniasulphurea" 40445 65.748 39.921 38 1520.663 431 207 378.029 136.223 179.216 0.22 439.232 2659197 49 1.144 0.159
"373" "Heptageniasulphurea" 39935 74.316 37.74 41 2205.579 258 703 447.955 113.509 93.807 0.103 715.657 2967804 59 1.022 -0.134
"374" "Heptageniasulphurea" 39417 84.315 38.06 48 2341.329 393 355 281.048 178.572 46.614 0.09 442.332 3323464 79 0.508 -0.724
"375" "Heptageniasulphurea" 38844 93.582 29.403 88 1470.219 212 352 354.761 139.411 78.503 0.226 371.989 3635108 88 0.788 0.084
"376" "Heptageniasulphurea" 38711 70.173 39.401 37 2080.768 524 304 379.507 129.875 147.641 0.112 544.812 2716461 54 1.101 0.001
"377" "Heptageniasulphurea" 38507 91.863 30.15 81 1523.148 331 253 349.962 140.097 151.888 0.209 367.784 3537364 86 0.734 0.057
"378" "Heptageniasulphurea" 37513 68.755 37.463 28 1665.599 362 411 319.244 149.613 142.506 0.17 441.213 2579213 58 1.054 0.253
"379" "Heptageniasulphurea" 37477 70.597 36.311 30 1663.96 267 437 321.99 148.195 118.105 0.17 437.553 2645749 61 1.039 0.259
"380" "Heptageniasulphurea" 37295 62.165 36.021 39 1696.878 424 252 410.56 115.66 154.949 0.163 465.859 2318438 48 1.488 1.287
"381" "Heptageniasulphurea" 37253 64.625 35.327 26 1488.043 423 287 402.852 117.741 26.279 0.211 440.32 2407461 55 1.299 1.039
"382" "Heptageniasulphurea" 37071 86.422 24.812 88 1452.143 294 406 406.105 116.227 119.824 0.221 440.106 3203742 84 1.193 1.816
"383" "Heptageniasulphurea" 36641 90.055 24.19 84 1421.225 177 432 402.784 115.826 88.115 0.228 435.876 3299715 87 1.145 1.679
"384" "Heptageniasulphurea" 36533 64.882 43.596 39 2092.317 467 338 334.302 139.142 40.34 0.105 490.805 2370343 50 0.931 -0.238
"385" "Heptageniasulphurea" 36493 84.708 27.496 76 1686.636 402 322 313.282 148.315 11.654 0.161 442.069 3091260 77 1.298 1.253
"386" "Heptageniasulphurea" 36219 80.181 31.957 76 1624.185 335 366 315.667 146.089 126.527 0.173 368.546 2904087 76 0.963 0.417
"387" "Heptageniasulphurea" 36018 73.786 39.036 44 1589.918 420 257 336.824 136.153 16.034 0.179 420.076 2657642 60 0.945 -0.22
"388" "Heptageniasulphurea" 35704 70.65 39.723 42 1640.511 384 336 335.664 135.432 41.844 0.167 427.112 2522503 57 0.978 -0.102
"389" "Heptageniasulphurea" 35595 78.54 31.005 75 1309.876 302 345 321.426 140.999 138.31 0.261 371.615 2795636 75 1.108 0.811
"390" "Heptageniasulphurea" 35592 79.015 30.395 63 1218.899 159 411 410.233 110.467 79.979 0.301 415.438 2812318 73 1.068 0.909
