3086 1 3 2 9 8 7 8 7 8 8 9 8 8 6.50 7.00 5.00 5.50 7 5 8 9 9 9 10.50 8.50 7.50 5 4 7 7 6 7 7 5 6.70 6.00 39 39 29 39 36 41 34 34 42 45 40 25 36 35 2 1 2 3 2
3087 1 3 2 7 8 6 7 7 7 8 7 7 6 7.50 7.50 6.50 6.00 6 6 6 6 6 6 7.50 6.00 6.00 7 7 7 8 7 7 7 7 6.90 6.70 30 31 35 26 26 36 37 34 42 36 28 25 27 27 3 3 3 3 3
3088 1 3 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.20 8.10 39 40 39 32 29 41 31 29 33 28 28 49 35 35 NA NA NA 2 2
3089 1 3 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.20 NA 30 32 39 35 26 30 35 37 33 32 34 35 31 32 NA NA NA 3 3
3090 1 3 2 9 8 9 7 8 8 9 9 9 8 9.50 9.50 10.50 10.50 9 8 10 10 9 9 8.50 10.50 10.50 9 8 10 9 9 9 9 9 9.10 9.00 35 54 33 29 39 38 44 43 42 41 45 36 45 45 1 1 1 1 1
3092 1 3 2 9 8 8 9 8 9 9 9 8 7 7.50 8.50 8.50 10.50 8 9 8 8 8 8 8.50 6.00 6.00 9 7 8 8 8 8 8 8 6.60 NA 28 36 31 41 39 34 35 37 29 36 38 35 34 34 2 2 3 3 2
3094 1 3 3 6 6 5 6 7 6 7 6 5 5 5.00 4.50 6.50 6.00 6 6 7 7 7 7 8.50 5.00 6.00 5 5 6 7 6 6 6 6 8.90 8.60 32 49 39 38 36 41 29 34 31 39 36 37 38 38 2 2 3 1 2
3095 1 3 2 7 6 5 7 7 6 6 5 5 4 6.50 5.50 5.50 5.00 5 6 7 7 6 7 7.50 6.50 6.50 6 6 7 6 6 7 6 7 6.80 NA 39 37 33 35 36 30 34 40 33 43 38 45 39 40 2 2 3 3 1
3097 1 3 3 9 9 NA 8 9 NA 8 8 9 9 NA NA NA NA 10 NA 9 9 9 9 NA NA NA NA NA 9 10 NA 8 10 NA NA NA 32 29 33 44 34 38 31 29 52 41 38 38 37 37 1 1 NA NA 2
3099 1 3 2 7 6 5 7 6 7 7 7 8 6 4.00 5.50 4.50 6.00 5 6 8 7 6 5 6.50 5.00 5.50 6 5 8 6 5 6 7 5 6.30 5.80 30 31 31 32 31 47 44 31 35 32 42 36 34 33 2 3 3 3 3
3100 1 3 3 8 8 8 8 8 8 7 9 8 7 8.50 9.50 9.50 9.50 8 8 8 8 8 9 10.50 9.50 8.50 8 9 7 8 8 9 8 8 7.40 NA 37 39 39 41 42 32 31 32 27 36 42 36 36 36 2 1 2 3 2
4001 2 4 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.60 NA 33 29 32 29 32 33 34 36 31 33 30 41 31 31 NA NA NA 2 3
4002 2 4 2 8 9 9 8 9 9 8 9 9 9 9.50 10.50 9.50 11.50 9 10 8 9 9 9 10.50 10.50 10.50 10 9 9 9 9 8 9 9 9.80 9.80 39 43 36 35 48 38 40 38 34 33 33 36 39 37 2 1 1 1 2
4003 2 4 3 6 8 8 7 8 8 6 7 7 7 9.00 9.00 9.00 9.50 9 8 7 7 6 7 8.50 8.00 9.00 8 9 7 9 8 7 8 9 8.60 8.30 33 34 32 32 30 31 31 35 47 33 42 39 34 35 2 2 1 1 2
4004 2 4 2 7 7 7 8 7 7 8 8 7 8 8.50 6.50 6.50 8.50 8 8 7 8 7 6 8.50 7.50 7.50 8 8 7 8 8 8 7 8 7.80 7.60 32 36 49 44 38 38 39 34 32 33 40 41 41 41 2 3 2 2 1
4005 2 4 1 8 8 9 8 8 8 7 7 8 8 9.50 NA NA NA 8 9 7 7 8 7 9.50 NA NA 9 9 7 8 9 8 7 9 9.20 9.10 40 37 34 41 38 38 34 43 31 28 32 41 37 37 2 2 NA 1 2
4006 2 4 2 6 7 7 5 6 7 7 5 5 5 4.50 7.50 7.50 7.00 5 6 6 5 6 5 7.00 6.00 5.00 6 6 6 7 6 6 6 6 7.20 NA 30 30 28 23 24 31 35 39 31 31 38 38 29 30 3 3 3 3 3
4007 2 4 2 8 8 7 7 8 7 8 8 8 8 9.50 9.50 8.50 9.50 9 7 7 8 7 8 8.50 8.50 8.50 7 8 8 10 8 8 9 7 7.90 7.60 43 39 40 39 38 38 42 42 47 41 41 38 44 43 2 2 2 2 1
4008 2 4 3 8 8 8 9 9 9 6 7 7 7 7.00 7.00 8.00 7.50 8 8 7 7 7 7 8.50 9.00 9.00 9 9 8 7 NA 8 7 8 8.50 8.20 30 43 34 22 30 28 34 48 34 41 40 30 33 34 2 2 1 1 2
4009 2 4 2 6 7 7 8 7 7 7 6 7 7 7.50 7.50 6.50 8.50 8 8 6 7 7 6 8.50 8.00 9.00 7 7 7 9 NA 7 8 8 7.80 7.70 31 41 41 29 30 52 33 31 32 31 38 40 36 35 3 3 1 2 2
4010 2 4 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.20 6.80 38 36 33 33 42 33 39 43 39 26 38 40 37 37 NA NA NA 3 2
4011 2 4 1 8 8 10 8 8 9 7 8 8 8 10.50 10.50 8.50 11.50 9 9 9 8 9 9 10.50 10.50 10.50 9 10 8 9 10 8 9 10 9.50 9.50 32 41 43 32 30 26 37 48 47 39 34 40 40 42 1 1 1 1 1
4012 2 4 1 NA 9 9 NA 9 9 NA NA 10 10 11.50 11.50 10.50 11.50 10 10 NA NA 7 9 10.50 9.50 9.50 9 9 NA 9 9 NA 9 9 9.70 9.60 43 25 32 39 46 45 40 46 45 31 47 40 42 40 NA 1 1 1 1
4013 2 4 3 9 8 8 9 8 9 9 9 9 9 9.50 10.50 9.50 10.50 9 8 8 7 7 7 7.50 6.00 6.00 6 8 8 9 7 8 8 8 8.20 7.80 42 41 37 40 30 33 30 41 39 35 32 30 36 39 2 2 3 2 1
4014 1 4 2 8 7 8 9 8 8 7 9 9 9 10.50 10.50 10.50 10.50 8 9 8 8 8 8 9.50 9.50 8.50 8 9 8 8 9 8 9 9 9.00 8.80 37 33 40 38 38 35 40 41 37 28 33 39 38 38 2 2 2 1 2
4015 2 4 3 9 9 9 9 8 9 8 9 9 9 10.50 9.50 9.50 10.50 8 8 8 9 9 10 10.50 10.50 10.50 9 9 9 9 8 8 9 10 9.20 9.10 46 25 36 38 30 28 36 36 31 35 37 21 32 33 2 1 1 1 3
4017 2 4 2 8 9 9 9 9 9 9 9 10 9 11.50 11.50 11.50 11.50 9 10 8 9 8 9 10.50 10.50 10.50 9 9 9 9 NA 9 9 9 9.60 9.60 44 51 39 44 48 49 50 31 39 39 26 44 46 44 2 1 1 1 1
4018 2 4 2 9 9 9 9 9 9 9 9 9 10 11.50 11.50 11.50 11.50 10 8 9 9 9 9 10.50 9.50 9.50 NA 9 9 10 8 9 10 9 9.10 9.20 39 36 40 54 34 35 39 34 28 38 38 39 40 41 1 1 1 1 1
4019 2 4 2 8 9 9 9 9 8 9 8 8 8 8.50 8.50 7.50 9.50 8 8 9 8 8 9 10.50 10.50 9.50 9 9 9 9 10 8 NA 9 8.90 8.70 44 48 41 44 40 47 46 46 48 39 37 38 48 48 1 1 1 1 1
4020 2 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.60 8.40 44 40 31 29 40 40 43 50 45 38 30 27 38 38 NA NA NA 1 2
4021 2 4 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.50 9.50 31 39 33 41 34 40 32 34 26 31 36 35 33 33 NA NA NA 1 3
4022 2 4 2 8 9 5 7 7 7 8 8 7 8 9.00 7.50 7.00 7.50 7 6 5 6 5 6 7.00 4.00 5.00 6 5 6 8 6 6 6 5 6.30 NA 30 25 31 36 38 31 29 32 36 28 29 35 29 28 3 3 3 3 3
4024 2 4 2 6 6 6 7 7 7 6 6 6 6 5.00 NA NA NA 6 7 6 6 6 5 6.50 NA NA 7 6 6 6 6 6 7 6 7.20 6.30 27 33 38 32 34 31 37 45 39 43 33 37 36 36 3 3 NA 3 2
4025 2 4 2 9 9 9 9 9 9 8 9 9 9 10.50 10.50 9.50 9.50 9 9 9 9 9 8 9.50 9.50 9.50 9 9 9 9 9 9 9 9 9.20 9.20 49 51 45 43 40 38 36 50 43 28 33 43 47 47 1 2 1 1 1
4026 2 4 3 NA 8 8 NA 8 8 NA 7 8 9 8.00 8.50 7.50 8.50 9 7 NA 7 7 8 8.50 6.50 6.00 8 6 NA 8 9 NA 8 8 8.20 7.80 33 39 34 38 38 28 37 38 43 30 29 32 34 35 NA 2 3 2 2
4027 2 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.10 9.20 42 40 45 45 48 38 53 34 42 36 37 38 46 46 NA NA NA 1 1
4028 2 4 2 8 8 8 8 8 8 7 7 8 7 7.00 6.00 5.00 6.50 9 8 7 6 6 6 7.50 6.00 5.00 7 6 7 8 6 7 8 6 6.90 NA 39 36 30 33 40 35 37 34 31 23 37 35 33 32 2 3 3 3 3
4029 2 4 2 9 9 8 9 9 9 9 9 9 9 10.50 10.50 10.50 10.50 9 9 9 9 9 9 10.50 9.50 8.50 9 9 8 10 9 8 9 8 9.00 8.80 29 34 29 35 32 35 30 24 40 43 34 20 28 28 1 1 2 1 3
4030 2 4 3 7 7 8 7 7 7 6 6 7 7 6.00 6.00 8.00 6.50 8 8 6 6 6 6 8.50 7.00 7.00 7 8 7 7 8 6 7 8 8.10 NA 27 25 28 30 32 26 35 25 29 30 34 28 25 25 3 3 2 2 3
4031 2 4 2 9 9 8 9 9 8 9 9 9 9 9.50 9.50 8.50 7.50 9 8 9 8 9 9 9.50 8.50 8.50 8 8 9 8 7 9 8 7 7.60 7.50 39 43 48 44 34 38 42 34 47 51 37 34 45 46 1 1 2 2 1
4032 2 4 1 9 9 8 8 9 8 7 9 8 9 9.50 9.50 8.50 8.50 8 8 8 8 7 8 8.50 6.50 7.50 9 7 8 9 9 8 8 9 8.60 8.20 32 34 29 40 44 33 35 39 34 46 41 47 39 39 2 2 2 1 1
4033 2 4 3 6 7 6 6 6 7 7 6 6 5 2.50 3.50 3.50 5.00 7 6 6 6 5 6 5.00 4.50 4.50 6 5 6 7 5 5 6 6 6.50 NA 34 25 31 30 40 26 36 31 28 33 26 29 27 27 3 3 3 3 3
4034 2 4 2 8 8 7 8 7 8 8 8 6 8 7.50 8.50 8.50 8.50 7 8 7 7 7 8 8.50 8.00 8.00 8 7 7 8 8 7 7 7 8.10 7.80 30 30 31 38 36 31 46 21 36 36 28 42 33 33 2 2 2 2 3
4035 2 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 32 37 32 39 40 40 34 38 42 46 34 29 36 35 NA NA NA NA 2
4036 2 4 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.30 6.60 32 32 34 35 38 40 45 35 45 33 21 20 32 31 NA NA NA 3 3
4037 2 4 3 9 9 9 8 9 9 8 7 8 8 9.50 9.50 8.50 9.50 9 9 9 9 9 9 9.50 9.50 9.50 9 9 9 9 9 8 9 9 9.10 9.00 42 45 45 39 40 38 34 35 29 41 33 40 41 41 1 1 1 1 1
